CUSTRECORD_EOS_DATE,CUSTRECORD_EOS_MEMO,BINNUMBER
05/13/2025 12:00:00 AM,"ID1, WO3453  VP28036 STATESIDE SODA GOAT 4-FLV 3X8 24PK **CARTON* We had minor issues some cartons with 4 cans only mechanic did some adjustments running better, please see Engineering comments. Raven uptime",BD1
05/13/2025 12:00:00 AM,"Line ran well, Main issues being the inconsistency of boxes causing case sealer issues. We also ran into a pallet height problem as well.",TP1
05/13/2025 12:00:00 AM,"Machine adjustments: At SOS was having consistent jams at the loader, maintenance adjusted the minor flap opener since it would minor flap leading to a jam. Maintenance also washed the loader with hot water since it seemed as if the retention pins were getting stuck/ sticky. RD1 started crashing every single case at 6:50am and maintenance noticed that the back stop frame was loose. Upon removing the backstop frame, we noticed that the bolts in the frame were stripped. Maintenace removed the stripped bolt and replaced the old, rusted screw set. Total downtime 2.5 hours.  Product fallen on conveyor/ Product conveyor jam: Throughout the day had issues with the can falling over on the line and the cans bottle necking at the uncasing infeed lanes. Had Maintenace was the conveyor to prevent the cans from tipping. Maintenace adjusted the lane speeds so the cans would stop bottle necking at the infeed lanes.  After getting the line up and running it started producing up to standard with no horizontal jams. Kept an extra driver for the first week of training. Split lunch and last break to make up for the downtime.",RD1
05/13/2025 12:00:00 AM,No major issues to report.,BS1
05/13/2025 12:00:00 AM,"Product Conveyor Jam - 39m lost , Due to product getting bunched up causing jams throughout shift. /// Uncasing robot fault - 13m lost due to uncasing robot not picking up cases and puncturing them. //",RD1
05/13/2025 12:00:00 AM,"Running production to 3:45pm to finish 42 pallet goal.  Currently at 40 pallets, 6400/6720 95% to goal  Largest amount of downtime today was due to a fire within the building. It did not occur within our area, and I had not been informed of a test like I had in the past. I halted production and went to find the nearest Manna personnel to determine if it was genuine. Once we confirmed, we evacuated and waited at our muster point for about 30 minutes. Production resumed when we got the all clear.  All in all, this set us about 3 pallets behind which we could not recover from throughout the shift. The 4 pallet lost was due to machine jams. My line lead does well at the transition, but she can't be tied down at the conveyor all day, so I had to pivot a different individual to the position, and we started seeing more jams. I rotated personnel around until I found someone that could maintain this position without halting the entire line.",Flight - PP1
05/13/2025 12:00:00 AM,The line ran much better today main issues stemmed from limited glue guns to keep the line going. Ryan is getting some here and that should put us at goal,TA1
05/13/2025 12:00:00 AM,"WIP Tray Conveyor Jam- 12 minutes lost We had several bad quality trays that were causing the cans to shift as they were being loaded, that caused the robotic arm to puncture the cans. We told the team bad trays needed to be replaced. It helped with the jams throughout the shift.  Carton Not Opened/Broken Part Repair- 42 minutes lost We had two suction cups tear during the shift, it was causing cartons to be dropped. We switched them out with new ones. The last hr of the shift we were getting loader jams back to back. It seemed like the flap was getting stuck on the flights. We decided to take everyone out and wipe it down. It helped for a bit, the mechanic also adjusted the over head.  Product Fallen on Conveyor- 22 minutes lost Throughout the whole shift, cans were tipping over by the infeed lanes, mainly the outside lanes. We brought out the pressure washer and sprayed the conveyors down. Towards the end of the shift in the first curve the cans on the second lane were tipping over and popping. We wiped down the walls on that lane, since it was sticky, that help a bit. We still had cans falling throughout the shift. The mechanic did adjust conveyor speeds.",RD1
05/14/2025 12:00:00 AM,"- BD1 WO3455, WO3453 - Due to inventory issues we could not build 8 pallets from the 1st work order. Escalated to inventory team and builds should be in the system by tomorrow - 20min downtime waiting for WIP to come off the truck for the line - 20min downtime waiting for WIP trying to locate the last 2 pallets for this work order - 2 work orders - 1 Flavor C/O --------------------------------------- - Flight C1 WO3459 - Informed by maintenance team that this line was set to run slower than it should be due to persistent crashes when trying to run at normal speed. - No machine issues outside of the lowered speed",BD1
05/14/2025 12:00:00 AM,- Fuses for the oven blew out. 50min for replacing fuses and waiting for the oven to heat back up.,BS1
05/14/2025 12:00:00 AM,"19 minute delayed start waiting on WIP and to finish the c/o.  (Ran late last night to finish Waterloo orders and the line was ran completely out.  This was not on Acme.)  25 minutes for pallet changes.  This is a very slow run.  Pallets are only 60 cases and the shrink wrapper cannot keep up with how quickly the pallets are coming off the line.  Also seeing a lot of scrap as the wrap is undersized for the case.  There is only about 1/4'' overlap on the bottom of the case, meaning that if the wrap is not on perfectly straight, the case will not seal.  Powering through this run, we will hit the ground running tomorrow.",Flight - A1
05/14/2025 12:00:00 AM,3rd Shift EOS  At beginning of the shift had multiple film breaks that caused delays. We also had a few people leave shortly after shift started so it reduced the head count down to 7. At the end of the shift we had another pallet with 14 cases short but need to work with the team on consistency. Also set up packing area on other side to streamline the packing operation.,TA1
05/14/2025 12:00:00 AM,3rd Shift EOS  Started the shift late due to a table breaking at begjinning of shift. After that we ran pretty good. We ran the DMM at 24 speed due to feedback and timing cartons with Mani yesterday. No other issues besides a few jams.,TD1
05/14/2025 12:00:00 AM,"99% uptime Case erector jams- 3 minutes lost We had boxes that had a little flap inside the box that caused 3 jams. Other than that the line ran great. We did experience several issues with the vention. We found a curtain sensor that was loose, after that was tighten, we had no more issues",RP1
05/14/2025 12:00:00 AM,"BC1 WO3464 - VP28037: AMERICAN SODA GOAT 4 FLV 2X12 24PK **CASE** Total Production: 728  The line was not switched to the indicated WO because a part was missing. The mechanics worked on it for approximately two hours to complete the configuration changeover. At 9:00 a.m., we began running the line; necessary adjustments were made during the run.  ----------------------------------------------------------------------------------  BD1 WO3455 - VP28039: STATESIDE SURFSIDE GREEN TEA 118 ml (3 x 8 oz) 24-PACK **CASE** Total produced: 3,952  Mechanics made adjustments to the Tucker at the opposite site, as the cases were coming out with the flaps open. After that, the line presented no major problems.  ----------------------------------------------------------------------------------  ID1  WO3629 - VP13029: SPINDRIFT SPIKED 3-FLV 18 PK *NEW DIE LINES* Total production: 5,281  WO3725 - VP13029: SPINDRIFT SPIKED 3-FLV 18 PK *NEW DIE LINES* Total production: 2,040  On ID1, we ran two different WOs but with the same VP. Because both WOs featured different carton items, minor adjustments were made due to the other cartons being slightly smaller than the flap, and the line ran very well. We finished production around 2:20 p.m. because the grapefruit flavor was completely gone!",BD1
05/14/2025 12:00:00 AM,"BC1, WO3459 VP28079 STATESIDE SURFSIDE LEMONADE 4-FLV 3X8 24PK **CARTON** *NEW ARTWORK*We ran in the meantime ID1 C/O was ready, crew moved to ID1 our production was 416, then we did another C/O on BC1 going next to Stateside Goat 12 pack. ///////////////////////////////////////////////////////////////////////////////////////////////////////// ID1, WO3629 VP13029 SPINDRIFT SPIKED 3-FLV 18 PK*NEW DIELINES, we had couple of issues, some cans crashes, mechanic had to do some adjustments, please see Engineering comments. Shift production 3,128. Raven uptime 57%",BD1
